0.305239	0.308731	0.257257	0.144248	0.134420	0.165869	0.227845	0.307781	0.275808	0.240518	0.140072	0.022564	0.011158	-0.036928	-0.095556	-0.165342	-0.294930	-0.460279	-0.531928	-0.537133	-0.527128	-0.541537	-0.493214	-0.409064	-0.435040	-0.468562	-0.481122	-0.513820	-0.572346	-0.575268	-0.542935	-0.478050	-0.306895	-0.147468	-0.027358	0.106996	0.272523	0.463439	0.556028	0.676434	0.838487	1.061180	1.265171	1.451486	1.540047	1.737478	2.139042	1.880214	1.685932	1.054928	0.791217	0.571516	0.260851	0.014655	-0.160336	-0.346681	-0.456617	-0.551849	-0.661008	-0.822538	-0.973672	-1.058899	-1.089333	-1.157844	-1.233745	-1.269996	-1.281039	-1.285580	-1.271025	-1.236500	-1.272598	-1.423709	-1.535573	-1.589697	-1.625795	-1.644917	-1.635707	-1.610396	-1.555456	-1.485696	-1.416177	-1.360964	-1.196107	-1.086273	-1.039492	-0.973998	-0.897932	-0.842167	-0.744700	-0.484878	-0.251096	-0.238718	-0.163142	-0.013907	0.061448	0.153278	0.412039	0.392617	0.269176	0.065639	-0.058817	-0.088214	-0.096167	-0.172646	-0.248809	-0.356406	-0.436824	-0.505580	-0.571966	-0.621422	-0.657973	-0.741011	-0.778820	-0.808377	-0.854163	-0.921136	-0.980250	-0.982809	-0.960307	-0.900006	-0.734834	-0.634625	-0.572954	-0.482061	-0.476217	-0.468742	-0.436424	-0.409885	-0.374615	-0.297862	-0.188413	-0.097288	0.104791	0.231315	0.315267	0.361676	0.455282	0.534676	0.549412	0.526513	0.419464	0.382716	0.384227	0.312150	
0.353039	0.389250	0.368332	0.232059	0.191121	0.219062	0.251863	0.326093	0.388025	0.294581	0.167190	0.065664	-0.013082	-0.096115	-0.139488	-0.177945	-0.265355	-0.399150	-0.458170	-0.492014	-0.510109	-0.507634	-0.486251	-0.378767	-0.430309	-0.475273	-0.529827	-0.576028	-0.606836	-0.594798	-0.567509	-0.531363	-0.363159	-0.244631	-0.149211	-0.011521	0.185662	0.426204	0.534073	0.660204	0.823829	1.036524	1.294430	1.451451	1.505777	1.724289	2.113428	1.790304	1.612347	1.043658	0.759971	0.546586	0.240207	-0.006162	-0.219758	-0.417600	-0.554699	-0.656770	-0.794755	-0.961976	-1.087254	-1.134661	-1.159027	-1.206945	-1.296324	-1.324754	-1.320377	-1.305118	-1.298249	-1.265001	-1.277017	-1.379463	-1.461518	-1.514709	-1.547367	-1.581899	-1.584027	-1.568471	-1.521803	-1.452168	-1.365019	-1.262213	-1.122163	-1.014920	-1.009745	-0.964592	-0.877832	-0.818131	-0.739485	-0.508523	-0.213796	-0.173493	-0.128059	-0.006401	0.149071	0.302947	0.578167	0.442119	0.282392	0.082681	-0.026180	-0.039457	-0.053339	-0.136341	-0.205890	-0.337806	-0.418985	-0.481849	-0.560831	-0.624977	-0.659869	-0.700146	-0.714664	-0.760737	-0.842419	-0.900428	-0.913770	-0.951594	-0.950769	-0.929970	-0.764098	-0.658825	-0.569949	-0.499591	-0.531187	-0.520459	-0.480827	-0.453286	-0.430485	-0.377963	-0.249986	-0.100049	0.107817	0.291802	0.259520	0.300599	0.428513	0.468316	0.590424	0.554180	0.431565	0.385985	0.396623	0.332572	
0.380541	0.441931	0.403690	0.316113	0.258820	0.271708	0.291486	0.337293	0.419465	0.367287	0.227094	0.083214	-0.043769	-0.118351	-0.141313	-0.200011	-0.291753	-0.390114	-0.410152	-0.447699	-0.464659	-0.453029	-0.433999	-0.375549	-0.425549	-0.501858	-0.570056	-0.614458	-0.642280	-0.639281	-0.607029	-0.557373	-0.417717	-0.333465	-0.233430	-0.094910	0.106334	0.325871	0.488789	0.627311	0.802662	0.974135	1.271185	1.448080	1.510264	1.754979	2.025771	1.730254	1.536071	1.115322	0.737858	0.512913	0.246223	-0.018748	-0.266316	-0.468269	-0.658922	-0.766198	-0.906011	-1.051576	-1.167637	-1.214331	-1.238259	-1.260864	-1.349576	-1.369640	-1.364727	-1.330412	-1.315442	-1.279320	-1.299302	-1.346346	-1.393713	-1.436474	-1.453083	-1.511057	-1.533561	-1.536472	-1.487698	-1.417866	-1.321401	-1.186272	-1.078671	-0.996217	-0.978319	-0.940053	-0.849078	-0.784625	-0.696450	-0.490765	-0.176534	-0.121542	-0.075375	0.029458	0.229503	0.463243	0.648201	0.490323	0.291172	0.105587	0.028407	0.016535	-0.027754	-0.091780	-0.162306	-0.305515	-0.371628	-0.450398	-0.548930	-0.621029	-0.664726	-0.673103	-0.694059	-0.764908	-0.848870	-0.891860	-0.891164	-0.948393	-0.949227	-0.923986	-0.784576	-0.661241	-0.550914	-0.530293	-0.578992	-0.563060	-0.521788	-0.478456	-0.455627	-0.439380	-0.283227	-0.099056	0.100128	0.307875	0.225363	0.257567	0.391454	0.438648	0.566275	0.567151	0.458540	0.418066	0.422871	0.377938	
0.420097	0.500241	0.424034	0.347985	0.296496	0.296862	0.334656	0.373267	0.436490	0.416992	0.272805	0.078774	-0.053415	-0.116017	-0.147199	-0.219618	-0.302685	-0.392434	-0.402013	-0.407607	-0.401592	-0.386267	-0.386543	-0.398496	-0.447170	-0.532644	-0.615984	-0.662990	-0.686016	-0.669637	-0.635314	-0.582511	-0.486028	-0.404322	-0.293772	-0.149471	0.033673	0.205155	0.405381	0.576230	0.766810	0.918828	1.206650	1.477067	1.563600	1.806557	1.940768	1.693064	1.435105	1.137145	0.724916	0.480798	0.260744	-0.027680	-0.296522	-0.508689	-0.744115	-0.856301	-0.986389	-1.122842	-1.237543	-1.287399	-1.318645	-1.329940	-1.382999	-1.404249	-1.403392	-1.363937	-1.331875	-1.283601	-1.292128	-1.332610	-1.363830	-1.388240	-1.398795	-1.434033	-1.475455	-1.505305	-1.442591	-1.364461	-1.255054	-1.142535	-1.077796	-0.993823	-0.944897	-0.904711	-0.805689	-0.737927	-0.620760	-0.408062	-0.197117	-0.063121	0.002701	0.095516	0.279494	0.632782	0.666834	0.536500	0.310937	0.148135	0.095656	0.045076	-0.017273	-0.063443	-0.133782	-0.239446	-0.329655	-0.408704	-0.522765	-0.610445	-0.663318	-0.687462	-0.692208	-0.762132	-0.858865	-0.911780	-0.927243	-0.950522	-0.941124	-0.904780	-0.807227	-0.681361	-0.565989	-0.551299	-0.596247	-0.580848	-0.541755	-0.492457	-0.464261	-0.456643	-0.296273	-0.100595	0.113584	0.274704	0.220504	0.239166	0.352159	0.464957	0.570769	0.561522	0.485965	0.461881	0.475407	0.417877	
0.486454	0.516578	0.452046	0.360055	0.304924	0.300144	0.368802	0.407441	0.468958	0.438455	0.268231	0.073654	-0.036038	-0.102600	-0.163475	-0.234293	-0.301119	-0.364484	-0.391321	-0.379465	-0.351477	-0.347156	-0.365685	-0.393891	-0.474815	-0.555054	-0.668171	-0.709772	-0.724808	-0.690828	-0.665640	-0.623048	-0.551338	-0.470229	-0.363304	-0.230368	-0.052615	0.152167	0.325059	0.472901	0.729128	0.904524	1.144003	1.420387	1.624694	1.822076	1.866249	1.678167	1.355566	1.099412	0.726587	0.486717	0.252309	-0.018666	-0.303431	-0.534814	-0.784986	-0.922523	-1.052705	-1.176352	-1.292759	-1.350503	-1.388231	-1.401680	-1.421749	-1.435391	-1.436344	-1.398248	-1.353365	-1.296971	-1.274011	-1.320369	-1.338147	-1.357308	-1.361126	-1.362685	-1.397377	-1.467447	-1.398623	-1.304810	-1.178558	-1.129970	-1.085008	-0.998454	-0.905025	-0.860335	-0.763008	-0.651093	-0.501839	-0.303290	-0.198186	-0.020752	0.089155	0.181487	0.367029	0.753645	0.699398	0.548635	0.360699	0.229404	0.166911	0.055607	0.006608	-0.046263	-0.102065	-0.195360	-0.313759	-0.399230	-0.525115	-0.608652	-0.664923	-0.693635	-0.685733	-0.769786	-0.892901	-0.948119	-0.968915	-0.940263	-0.926036	-0.896436	-0.817619	-0.726358	-0.630099	-0.563114	-0.589040	-0.567342	-0.528684	-0.496495	-0.465667	-0.424397	-0.292370	-0.072108	0.109137	0.229630	0.211172	0.232631	0.333614	0.510784	0.550780	0.525748	0.504064	0.485369	0.505261	0.499534	
0.586510	0.517483	0.450159	0.366543	0.307566	0.311931	0.438234	0.430471	0.450800	0.384810	0.249802	0.092063	-0.019508	-0.091863	-0.151937	-0.219995	-0.286638	-0.350984	-0.382131	-0.357624	-0.307848	-0.322653	-0.353579	-0.409641	-0.497914	-0.577959	-0.685339	-0.734062	-0.753109	-0.735015	-0.707319	-0.660239	-0.590464	-0.527983	-0.438197	-0.310333	-0.116817	0.089614	0.243420	0.354946	0.643946	0.885706	1.072357	1.346068	1.698012	1.761926	1.800602	1.655791	1.302956	1.048313	0.700235	0.507240	0.265947	0.003519	-0.313434	-0.547225	-0.793751	-0.964081	-1.101178	-1.215923	-1.314808	-1.393194	-1.451128	-1.480383	-1.469902	-1.455672	-1.444545	-1.421722	-1.381133	-1.321063	-1.259133	-1.298650	-1.325291	-1.325671	-1.322978	-1.309707	-1.296644	-1.373972	-1.349332	-1.303957	-1.149992	-1.112546	-1.070027	-0.994855	-0.876620	-0.790317	-0.705024	-0.557548	-0.341871	-0.244778	-0.148501	0.051797	0.149654	0.270602	0.460911	0.877271	0.738306	0.572093	0.411702	0.298425	0.236535	0.100056	0.026915	-0.039652	-0.096681	-0.201209	-0.335919	-0.430823	-0.525544	-0.612560	-0.663849	-0.681255	-0.700149	-0.811522	-0.928169	-0.995477	-1.038743	-0.957236	-0.913008	-0.885997	-0.838704	-0.765672	-0.686590	-0.595033	-0.562968	-0.527705	-0.498506	-0.477506	-0.439229	-0.370262	-0.221258	-0.044247	0.095969	0.174553	0.204593	0.242699	0.337712	0.527576	0.521168	0.506928	0.502835	0.477947	0.496897	0.583597	
0.660504	0.562455	0.461032	0.388858	0.326805	0.355158	0.453302	0.408891	0.372099	0.287293	0.230147	0.107551	0.012686	-0.059708	-0.126908	-0.198015	-0.270544	-0.337516	-0.350906	-0.319247	-0.264533	-0.295384	-0.368582	-0.449488	-0.522161	-0.586896	-0.672589	-0.744943	-0.778861	-0.789649	-0.762762	-0.702526	-0.619581	-0.574222	-0.491588	-0.364297	-0.175242	0.001617	0.130207	0.261096	0.563990	0.830364	0.983177	1.297061	1.725119	1.702309	1.727035	1.648057	1.276519	0.985479	0.662114	0.504157	0.314575	0.042451	-0.302738	-0.550666	-0.785773	-0.984134	-1.128201	-1.239025	-1.316863	-1.410993	-1.490854	-1.542738	-1.528770	-1.488568	-1.446979	-1.427789	-1.403352	-1.360117	-1.244334	-1.269055	-1.305568	-1.295937	-1.281884	-1.267954	-1.225954	-1.275640	-1.297349	-1.286879	-1.163391	-1.086128	-1.034062	-0.967270	-0.859132	-0.704635	-0.617746	-0.457521	-0.241970	-0.163496	-0.047555	0.137644	0.237166	0.334611	0.529989	0.958248	0.781782	0.600266	0.512804	0.371326	0.257688	0.150441	0.031205	-0.047654	-0.112037	-0.264312	-0.377256	-0.462356	-0.531681	-0.588213	-0.639373	-0.686818	-0.747969	-0.862584	-0.958234	-1.025936	-1.065318	-1.024317	-0.967863	-0.896527	-0.810612	-0.765531	-0.723895	-0.631205	-0.549173	-0.501092	-0.461010	-0.431590	-0.384814	-0.277338	-0.123500	-0.028833	0.058776	0.135922	0.204488	0.252440	0.333890	0.518454	0.514213	0.485789	0.483712	0.467195	0.488847	0.603436	
0.661916	0.648541	0.526696	0.413689	0.343345	0.361543	0.409693	0.351420	0.288222	0.209688	0.159448	0.086291	0.031608	-0.005969	-0.093278	-0.157973	-0.242299	-0.299980	-0.310955	-0.279693	-0.231928	-0.296569	-0.396976	-0.480986	-0.533495	-0.589133	-0.688850	-0.757163	-0.794668	-0.813930	-0.795449	-0.729780	-0.642048	-0.603697	-0.516956	-0.393251	-0.246677	-0.099129	0.015544	0.210740	0.458623	0.702511	0.915755	1.267572	1.704516	1.646611	1.636124	1.624322	1.251816	0.925786	0.641606	0.500447	0.347647	0.075420	-0.285924	-0.554602	-0.767688	-0.970816	-1.125102	-1.246272	-1.317583	-1.431201	-1.529079	-1.586356	-1.576839	-1.519936	-1.459717	-1.422553	-1.394293	-1.356057	-1.279841	-1.251776	-1.271863	-1.265662	-1.244127	-1.239735	-1.230547	-1.222252	-1.229377	-1.229811	-1.168252	-1.080312	-0.986946	-0.907180	-0.802307	-0.643241	-0.519598	-0.359376	-0.192996	-0.089414	0.061303	0.250574	0.333998	0.414916	0.593666	1.000542	0.828172	0.666432	0.636114	0.451810	0.254609	0.149134	0.047024	-0.068711	-0.187248	-0.331410	-0.430790	-0.463977	-0.557219	-0.577318	-0.620673	-0.712436	-0.808876	-0.897191	-0.968761	-1.035255	-1.079370	-1.069553	-0.996612	-0.882817	-0.799049	-0.778166	-0.766067	-0.670148	-0.539716	-0.463766	-0.408734	-0.355179	-0.285917	-0.200979	-0.108227	-0.023032	0.042755	0.132715	0.198014	0.250861	0.336204	0.513574	0.492383	0.465230	0.454551	0.452470	0.499366	0.599907	
0.640691	0.738474	0.606763	0.434147	0.357093	0.358458	0.354549	0.301425	0.224835	0.130812	0.060148	0.016860	0.003995	0.029018	-0.058968	-0.135792	-0.207582	-0.234857	-0.242725	-0.248967	-0.237550	-0.303208	-0.432641	-0.487044	-0.523508	-0.610803	-0.720596	-0.769339	-0.816893	-0.842837	-0.796161	-0.722785	-0.654621	-0.610732	-0.514967	-0.418726	-0.308872	-0.177578	-0.063611	0.160030	0.307824	0.521359	0.850712	1.243281	1.644693	1.574541	1.534435	1.551232	1.244975	0.911963	0.675184	0.514805	0.355746	0.129082	-0.268463	-0.550239	-0.754319	-0.927752	-1.093510	-1.234199	-1.320299	-1.455976	-1.563035	-1.612091	-1.608734	-1.536679	-1.467695	-1.418084	-1.386739	-1.348630	-1.296475	-1.254684	-1.252627	-1.248146	-1.223881	-1.225696	-1.219994	-1.203943	-1.190620	-1.186663	-1.150453	-1.066643	-0.946618	-0.817318	-0.714244	-0.576603	-0.456349	-0.287368	-0.134871	-0.010920	0.181685	0.377865	0.406466	0.497895	0.706825	0.997453	0.952101	0.794445	0.737961	0.501839	0.267340	0.128226	0.017527	-0.109761	-0.262982	-0.386267	-0.478576	-0.502572	-0.553417	-0.587766	-0.635813	-0.729255	-0.832200	-0.919895	-0.991527	-1.057932	-1.098686	-1.073324	-0.995549	-0.870299	-0.807077	-0.808122	-0.780061	-0.680250	-0.532093	-0.438654	-0.357314	-0.253291	-0.214336	-0.178703	-0.086572	-0.023936	0.047187	0.148135	0.202441	0.266970	0.357450	0.478111	0.455753	0.442109	0.428972	0.444706	0.511412	0.572384	
0.627447	0.786567	0.643498	0.454646	0.380316	0.361293	0.323929	0.271303	0.168333	0.035315	-0.042337	-0.075495	-0.067530	-0.017236	-0.036806	-0.122615	-0.143688	-0.158888	-0.186470	-0.217511	-0.227518	-0.355294	-0.460532	-0.485469	-0.516937	-0.624682	-0.739938	-0.795870	-0.846576	-0.864951	-0.792192	-0.720791	-0.662731	-0.610738	-0.494352	-0.435099	-0.346077	-0.243709	-0.125543	0.079666	0.189093	0.408890	0.733589	1.193939	1.566228	1.464113	1.451408	1.480787	1.253611	0.959193	0.743963	0.518769	0.355262	0.158402	-0.215417	-0.531002	-0.748495	-0.889933	-1.043236	-1.198614	-1.332611	-1.477029	-1.585622	-1.620749	-1.619841	-1.545328	-1.476071	-1.415425	-1.369554	-1.335398	-1.294764	-1.260728	-1.251735	-1.250331	-1.227144	-1.181313	-1.175873	-1.184466	-1.179782	-1.152504	-1.116957	-1.036174	-0.892941	-0.750472	-0.639675	-0.506616	-0.380740	-0.199504	-0.062923	0.092109	0.286875	0.400587	0.523469	0.642959	0.840185	0.977987	1.027575	0.922655	0.801723	0.561049	0.270033	0.078215	-0.012198	-0.169411	-0.326160	-0.437639	-0.515963	-0.548350	-0.555434	-0.582174	-0.639953	-0.752763	-0.859456	-0.938497	-1.009659	-1.074219	-1.114023	-1.072938	-0.986968	-0.856899	-0.796588	-0.801171	-0.762524	-0.668970	-0.549623	-0.444998	-0.320189	-0.197482	-0.188265	-0.120014	-0.045998	-0.009601	0.057181	0.150279	0.218523	0.294138	0.378503	0.427160	0.410242	0.419903	0.423647	0.441361	0.495176	0.544987	
